업종	ACCODE	NAME	P_ACCODE
신탁업 및 집합투자업	200420	영업비용/파생상품손실	210010
신탁업 및 집합투자업	200510	영업비용/외환거래손실	210010
신탁업 및 집합투자업	200900	영업비용/기타금융자산관련손실	210010
신탁업 및 집합투자업	200910	영업비용/유동화비용	210010
신탁업 및 집합투자업	201000	영업비용/기타금융비용	210010
신탁업 및 집합투자업	201030	영업비용/기타영업비용	210010
신탁업 및 집합투자업	201380	영업이익	
신탁업 및 집합투자업	201390	영업외수익	
신탁업 및 집합투자업	201400	영업외수익/이자수익	201390
신탁업 및 집합투자업	201410	영업외수익/배당금수익	201390
신탁업 및 집합투자업	201420	영업외수익/외환거래이익	201390
신탁업 및 집합투자업	201460	영업외수익/수입수수료	201390
신탁업 및 집합투자업	201470	영업외수익/상각채권추심이익	201390
신탁업 및 집합투자업	201480	영업외수익/임대료	201390
신탁업 및 집합투자업	201490	영업외수익/대손충당금환입액	201390
신탁업 및 집합투자업	201500	영업외수익/충당부채환입액	201390
신탁업 및 집합투자업	201510	영업외수익/유가증권처분이익	201390
신탁업 및 집합투자업	201550	영업외수익/유가증권손상차손환입	201390
신탁업 및 집합투자업	201590	영업외수익/종속기업,공동지배기업및관계기업관련이익	201390
신탁업 및 집합투자업	201640	영업외수익/파생상품이익	201390
신탁업 및 집합투자업	201680	영업외수익/사채상환이익	201390
신탁업 및 집합투자업	201690	영업외수익/자산처분이익	201390
신탁업 및 집합투자업	201730	영업외수익/자산재평가이익	201390
신탁업 및 집합투자업	201740	영업외수익/자산손상차손환입	201390
신탁업 및 집합투자업	201780	영업외수익/자산수증이익	201390
신탁업 및 집합투자업	201790	영업외수익/보험차익	201390
신탁업 및 집합투자업	201800	영업외수익/법인세환급액	201390
신탁업 및 집합투자업	201810	영업외수익/전기오류수정이익	201390
신탁업 및 집합투자업	202990	영업외수익/퇴직연금운용이익	201390
신탁업 및 집합투자업	203000	영업외수익/보험수리적이익	201390
신탁업 및 집합투자업	201820	영업외수익/기타영업외수익	201390
신탁업 및 집합투자업	201830	영업외비용	
신탁업 및 집합투자업	201840	영업외비용/이자비용	201830
신탁업 및 집합투자업	201850	영업외비용/외환거래손실	201830
신탁업 및 집합투자업	201890	영업외비용/지급수수료	201830
신탁업 및 집합투자업	201900	영업외비용/기부금	201830
신탁업 및 집합투자업	201910	영업외비용/기타대손상각비	201830
신탁업 및 집합투자업	201920	영업외비용/충당부채전입액	201830
신탁업 및 집합투자업	201930	영업외비용/유가증권처분손실	201830
신탁업 및 집합투자업	201970	영업외비용/유가증권손상차손	201830
신탁업 및 집합투자업	202010	영업외비용/종속기업,공동지배기업및관계기업관련손실	201830
신탁업 및 집합투자업	202060	영업외비용/파생상품손실	201830
신탁업 및 집합투자업	202100	영업외비용/사채상환손실	201830
신탁업 및 집합투자업	202110	영업외비용/자산처분손실	201830
신탁업 및 집합투자업	202150	영업외비용/자산손상차손	201830
신탁업 및 집합투자업	202200	영업외비용/자산재평가손실	201830
신탁업 및 집합투자업	202210	영업외비용/법인세추납액	201830
신탁업 및 집합투자업	202220	영업외비용/전기오류수정손실	201830
신탁업 및 집합투자업	203020	영업외비용/퇴직연금운용손실	201830
신탁업 및 집합투자업	203030	영업외비용/보험수리적손실	201830
신탁업 및 집합투자업	202230	영업외비용/기타영업외비용	201830
신탁업 및 집합투자업	202240	법인세비용차감전계속사업이익	
신탁업 및 집합투자업	202250	법인세비용	
신탁업 및 집합투자업	202285	종속회사매수일전순손익	
신탁업 및 집합투자업	203450	처분된종속회사순손익	
신탁업 및 집합투자업	202260	계속사업이익	
신탁업 및 집합투자업	202270	중단사업이익	
신탁업 및 집합투자업	202280	중단사업법인세효과	
신탁업 및 집합투자업	202290	당기순이익	
신탁업 및 집합투자업	202300	당기순이익/(지배주주지분)당기순이익	202290
신탁업 및 집합투자업	202310	당기순이익/(비지배주주지분)당기순이익	202290
신탁업 및 집합투자업	202320	당기순이익/(지배주주지분)연결당기순이익	202290
신탁업 및 집합투자업	202330	기타포괄이익	
신탁업 및 집합투자업	202340	기타포괄이익/금융자산평가손익	202330
신탁업 및 집합투자업	203460	기타포괄이익/기타포괄손익-공정가치측정금융자산평가손익	202330
신탁업 및 집합투자업	203470	기타포괄이익/당기손익조정접근법조정손익	202330
신탁업 및 집합투자업	203480	기타포괄이익/당기손익-공정가치측정금융부채평가손익	202330
신탁업 및 집합투자업	202350	기타포괄이익/매도가능금융자산평가손익	202330
신탁업 및 집합투자업	202360	기타포괄이익/관계기업등기타포괄이익	202330
신탁업 및 집합투자업	202370	기타포괄이익/환산관련외환차이(환율변동차이)	202330
신탁업 및 집합투자업	202380	기타포괄이익/해외사업장순투자위험회피	202330
신탁업 및 집합투자업	202390	기타포괄이익/현금흐름위험회피적립금	202330
신탁업 및 집합투자업	202400	기타포괄이익/확정급여제도의보험수리적손익	202330
신탁업 및 집합투자업	202410	기타포괄이익/주식기준보상적립금	202330
신탁업 및 집합투자업	202420	기타포괄이익/재평가손익	202330
신탁업 및 집합투자업	290030	기타포괄이익/기타	202330
신탁업 및 집합투자업	202440	기타포괄이익/기타포괄이익관련법인세	202330
신탁업 및 집합투자업	202450	총포괄이익	
신탁업 및 집합투자업	202460	총포괄이익/(지배주주지분)총포괄이익	202450
신탁업 및 집합투자업	202470	총포괄이익/(비지배주주지분)총포괄이익	202450
신탁업 및 집합투자업	202480	주당계속사업이익	
신탁업 및 집합투자업	202490	주당순이익	
신탁업 및 집합투자업	202500	희석주당계속사업이익	
신탁업 및 집합투자업	202510	희석주당순이익	
신탁업 및 집합투자업	202520	(지배주주지분)주당계속사업이익	
신탁업 및 집합투자업	202530	(지배주주지분)주당순이익	
신탁업 및 집합투자업	202540	(지배주주지분)희석주당계속사업이익	
신탁업 및 집합투자업	202550	(지배주주지분)희석주당순이익	
